 0.000000e+00  5.771178e-01  0.000000e+00  2.709111e-01  0.000000e+00  5.000000e+00  0.000000e+00 -9.423082e-12 
 1.000000e-05  5.771178e-01  1.000000e-05  2.709111e-01  1.000000e-05  5.000000e+00  1.000000e-05 -9.423082e-12 
 2.000000e-05  5.771178e-01  2.000000e-05  2.709111e-01  2.000000e-05  5.000000e+00  2.000000e-05 -9.423082e-12 
 4.000000e-05  5.771178e-01  4.000000e-05  2.709111e-01  4.000000e-05  5.000000e+00  4.000000e-05 -9.423082e-12 
 8.000000e-05  5.771178e-01  8.000000e-05  2.709111e-01  8.000000e-05  5.000000e+00  8.000000e-05 -9.423082e-12 
 1.600000e-04  5.771178e-01  1.600000e-04  2.709111e-01  1.600000e-04  5.000000e+00  1.600000e-04 -9.423082e-12 
 3.200000e-04  5.771178e-01  3.200000e-04  2.709111e-01  3.200000e-04  5.000000e+00  3.200000e-04 -9.423082e-12 
 6.400000e-04  5.771178e-01  6.400000e-04  2.709111e-01  6.400000e-04  5.000000e+00  6.400000e-04 -9.423082e-12 
 1.280000e-03  5.771178e-01  1.280000e-03  2.709111e-01  1.280000e-03  5.000000e+00  1.280000e-03 -9.423082e-12 
 2.280000e-03  5.771178e-01  2.280000e-03  2.709111e-01  2.280000e-03  5.000000e+00  2.280000e-03 -9.423082e-12 
 3.280000e-03  5.771178e-01  3.280000e-03  2.709111e-01  3.280000e-03  5.000000e+00  3.280000e-03 -9.423082e-12 
 4.280000e-03  5.771178e-01  4.280000e-03  2.709111e-01  4.280000e-03  5.000000e+00  4.280000e-03 -9.423082e-12 
 5.280000e-03  5.771178e-01  5.280000e-03  2.709111e-01  5.280000e-03  5.000000e+00  5.280000e-03 -9.423082e-12 
 6.280000e-03  5.771178e-01  6.280000e-03  2.709111e-01  6.280000e-03  5.000000e+00  6.280000e-03 -9.423082e-12 
 7.280000e-03  5.771178e-01  7.280000e-03  2.709111e-01  7.280000e-03  5.000000e+00  7.280000e-03 -9.423082e-12 
 8.280000e-03  5.771178e-01  8.280000e-03  2.709111e-01  8.280000e-03  5.000000e+00  8.280000e-03 -9.423082e-12 
 9.280000e-03  5.771178e-01  9.280000e-03  2.709111e-01  9.280000e-03  5.000000e+00  9.280000e-03 -9.423082e-12 
 1.028000e-02  5.771178e-01  1.028000e-02  2.709111e-01  1.028000e-02  5.000000e+00  1.028000e-02 -9.423082e-12 
 1.128000e-02  5.771178e-01  1.128000e-02  2.709111e-01  1.128000e-02  5.000000e+00  1.128000e-02 -9.423082e-12 
 1.228000e-02  5.771178e-01  1.228000e-02  2.709111e-01  1.228000e-02  5.000000e+00  1.228000e-02 -9.423082e-12 
 1.328000e-02  5.771178e-01  1.328000e-02  2.709111e-01  1.328000e-02  5.000000e+00  1.328000e-02 -9.423082e-12 
 1.428000e-02  5.771178e-01  1.428000e-02  2.709111e-01  1.428000e-02  5.000000e+00  1.428000e-02 -9.423082e-12 
 1.528000e-02  5.771178e-01  1.528000e-02  2.709111e-01  1.528000e-02  5.000000e+00  1.528000e-02 -9.423082e-12 
 1.628000e-02  5.771178e-01  1.628000e-02  2.709111e-01  1.628000e-02  5.000000e+00  1.628000e-02 -9.423082e-12 
 1.728000e-02  5.771178e-01  1.728000e-02  2.709111e-01  1.728000e-02  5.000000e+00  1.728000e-02 -9.423082e-12 
 1.828000e-02  5.771178e-01  1.828000e-02  2.709111e-01  1.828000e-02  5.000000e+00  1.828000e-02 -9.423082e-12 
 1.928000e-02  5.771178e-01  1.928000e-02  2.709111e-01  1.928000e-02  5.000000e+00  1.928000e-02 -9.423082e-12 
 2.028000e-02  5.771178e-01  2.028000e-02  2.709111e-01  2.028000e-02  5.000000e+00  2.028000e-02 -9.423082e-12 
 2.128000e-02  5.771178e-01  2.128000e-02  2.709111e-01  2.128000e-02  5.000000e+00  2.128000e-02 -9.423082e-12 
 2.228000e-02  5.771178e-01  2.228000e-02  2.709111e-01  2.228000e-02  5.000000e+00  2.228000e-02 -9.423082e-12 
 2.328000e-02  5.771178e-01  2.328000e-02  2.709111e-01  2.328000e-02  5.000000e+00  2.328000e-02 -9.423082e-12 
 2.428000e-02  5.771178e-01  2.428000e-02  2.709111e-01  2.428000e-02  5.000000e+00  2.428000e-02 -9.423082e-12 
 2.528000e-02  5.771178e-01  2.528000e-02  2.709111e-01  2.528000e-02  5.000000e+00  2.528000e-02 -9.423082e-12 
 2.628000e-02  5.771178e-01  2.628000e-02  2.709111e-01  2.628000e-02  5.000000e+00  2.628000e-02 -9.423082e-12 
 2.728000e-02  5.771178e-01  2.728000e-02  2.709111e-01  2.728000e-02  5.000000e+00  2.728000e-02 -9.423082e-12 
 2.828000e-02  5.771178e-01  2.828000e-02  2.709111e-01  2.828000e-02  5.000000e+00  2.828000e-02 -9.423082e-12 
 2.928000e-02  5.771178e-01  2.928000e-02  2.709111e-01  2.928000e-02  5.000000e+00  2.928000e-02 -9.423082e-12 
 3.028000e-02  5.771178e-01  3.028000e-02  2.709111e-01  3.028000e-02  5.000000e+00  3.028000e-02 -9.423082e-12 
 3.128000e-02  5.771178e-01  3.128000e-02  2.709111e-01  3.128000e-02  5.000000e+00  3.128000e-02 -9.423082e-12 
 3.228000e-02  5.771178e-01  3.228000e-02  2.709111e-01  3.228000e-02  5.000000e+00  3.228000e-02 -9.423082e-12 
 3.328000e-02  5.771178e-01  3.328000e-02  2.709111e-01  3.328000e-02  5.000000e+00  3.328000e-02 -9.423082e-12 
 3.428000e-02  5.771178e-01  3.428000e-02  2.709111e-01  3.428000e-02  5.000000e+00  3.428000e-02 -9.423082e-12 
 3.528000e-02  5.771178e-01  3.528000e-02  2.709111e-01  3.528000e-02  5.000000e+00  3.528000e-02 -9.423082e-12 
 3.628000e-02  5.771178e-01  3.628000e-02  2.709111e-01  3.628000e-02  5.000000e+00  3.628000e-02 -9.423082e-12 
 3.728000e-02  5.771178e-01  3.728000e-02  2.709111e-01  3.728000e-02  5.000000e+00  3.728000e-02 -9.423082e-12 
 3.828000e-02  5.771178e-01  3.828000e-02  2.709111e-01  3.828000e-02  5.000000e+00  3.828000e-02 -9.423082e-12 
 3.928000e-02  5.771178e-01  3.928000e-02  2.709111e-01  3.928000e-02  5.000000e+00  3.928000e-02 -9.423082e-12 
 4.028000e-02  5.771178e-01  4.028000e-02  2.709111e-01  4.028000e-02  5.000000e+00  4.028000e-02 -9.423082e-12 
 4.128000e-02  5.771178e-01  4.128000e-02  2.709111e-01  4.128000e-02  5.000000e+00  4.128000e-02 -9.423082e-12 
 4.228000e-02  5.771178e-01  4.228000e-02  2.709111e-01  4.228000e-02  5.000000e+00  4.228000e-02 -9.423082e-12 
 4.328000e-02  5.771178e-01  4.328000e-02  2.709111e-01  4.328000e-02  5.000000e+00  4.328000e-02 -9.423082e-12 
 4.428000e-02  5.771178e-01  4.428000e-02  2.709111e-01  4.428000e-02  5.000000e+00  4.428000e-02 -9.423082e-12 
 4.528000e-02  5.771178e-01  4.528000e-02  2.709111e-01  4.528000e-02  5.000000e+00  4.528000e-02 -9.423082e-12 
 4.628000e-02  5.771178e-01  4.628000e-02  2.709111e-01  4.628000e-02  5.000000e+00  4.628000e-02 -9.423082e-12 
 4.728000e-02  5.771178e-01  4.728000e-02  2.709111e-01  4.728000e-02  5.000000e+00  4.728000e-02 -9.423082e-12 
 4.828000e-02  5.771178e-01  4.828000e-02  2.709111e-01  4.828000e-02  5.000000e+00  4.828000e-02 -9.423082e-12 
 4.928000e-02  5.771178e-01  4.928000e-02  2.709111e-01  4.928000e-02  5.000000e+00  4.928000e-02 -9.423082e-12 
 5.028000e-02  5.771178e-01  5.028000e-02  2.709111e-01  5.028000e-02  5.000000e+00  5.028000e-02 -9.423082e-12 
